time,from_id,source_type,source_community,to_id,target_type,target_community,text,event_type,monitoring_subtype,event_findings,event_id
2040-10-13 09:59:00,Oceanus City Council,Organization,4,Green Guardians,Organization,4,"Green Guardians, Oceanus City Council here. Your allegations are serious and unfounded. Tomorrow's meeting is postponed pending internal review. All documentation must be submitted through official channels for verification before any public discussion.",Communication,,,Event_Communication_882
2040-10-13 11:44:00,Haacklee Harbor,Location,2,Knowles,Vessel,2,Haacklee Harbor to Knowles. Your vessel is scheduled for departure at 22:00. Special clearance code Alpha-7-Delta has been issued for tonight's operation. Maintain radio silence after leaving the harbor. Confirm receipt.,Communication,,,Event_Communication_884
2040-10-13 11:45:00,Knowles,Vessel,2,Haacklee Harbor,Location,2,Knowles to Haacklee Harbor. Confirming receipt of special clearance code Alpha-7-Delta. We will depart at 22:00 and maintain radio silence as instructed. All systems ready for tonight's operation.,Communication,,,Event_Communication_886
2040-10-13 11:47:00,Haacklee Harbor,Location,2,Oceanus City Council,Organization,4,Haacklee Harbor to Oceanus City Council. Update on Nemo Reef situation: Multiple vessels with special clearance codes departing tonight. Knowles confirmed 22:00 departure with radio silence protocol. Awaiting further instructions regarding increased night operations.,Communication,,,Event_Communication_888
2040-10-13 11:48:00,Himark Harbor,Location,4,Neptune,Vessel,2,Himark Harbor to Neptune. Your personnel transport is scheduled for 0400 hours tomorrow. Please use clearance code ALPHA-937 for after-hours departure. Maintain radio silence during exit. Berth 14 reserved for your equipment loading.,Communication,,,Event_Communication_890
2040-10-13 11:51:00,Neptune,Vessel,2,Davis,Person,2,Neptune to Davis. Berth 14 is secured for equipment loading at 0400 hours. Your security team's arrival is confirmed. Use clearance code ALPHA-937 for harbor access. Delta-3 encryption mandatory for all communications.,Communication,,,Event_Communication_891
2040-10-13 11:55:00,Rodriguez,Person,2,Remora,Vessel,2,"Rodriguez, Remora here. Need your navigation expertise for tonight's equipment transfer. Maintain radio silence during operation, using only essential hand signals. Conservation vessels observed at perimeter. Meet at south dock at 0200.",Communication,,,Event_Communication_893
2040-10-13 12:14:00,Reef Guardian,Vessel,4,Sentinel,Vessel,4,"Sentinel, Reef Guardian here. Thank you for your surveillance report. Are these vessels displaying any identification? Request you continue monitoring and document any cargo transfers. This evidence is crucial for our case against this suspicious closure.",Communication,,,Event_Communication_895
2040-10-13 12:15:00,Sentinel,Vessel,4,Mako,Vessel,2,"Mako, Sentinel here. Currently tracking four vessels operating near Nemo Reef at 02:30 hours despite closure. No identifying markers, running dark with minimal wake. Exchanging large equipment containers. Do you have aerial visibility to confirm identities?",Communication,,,Event_Communication_897
2040-10-13 12:17:00,Mako,Vessel,2,Sentinel,Vessel,4,"Sentinel, Mako here. No aerial visibility available. Those vessels are NOT part of our authorized operation. Maintain distance and continue observation only. Do not approach or make contact. Report any additional activity immediately.",Communication,,,Event_Communication_898
2040-10-13 12:20:00,Reef Guardian,Vessel,4,Green Guardians,Organization,4,"Reef Guardian, Sentinel here. Update on suspicious vessels: Four vessels now operating, still unidentified. They're transferring what appears to be drilling equipment. Water samples near their location show trace amounts of diesel fuel. Continuing documentation with night-vision photography.",Communication,,,Event_Communication_899
2040-10-13 12:22:00,Green Guardians,Organization,4,Green Guardians,Organization,4,"Green Guardians, Reef Guardian reporting. Compiling evidence from multiple vessels shows unauthorized activity at Nemo Reef during closure - encrypted communications, equipment transfers, and fuel contamination. Request immediate regulatory intervention and press conference to challenge this clearly suspicious closure.",Communication,,,Event_Communication_901
2040-10-13 12:24:00,Green Guardians,Organization,4,Oceanus City Council,Organization,4,"Oceanus City Council, Green Guardians leadership here. We strongly protest the meeting postponement. Our evidence is substantial and time-sensitive. We demand an emergency session within 24 hours and will pursue legal action if environmental violations continue unaddressed.",Communication,,,Event_Communication_902
2040-10-13 12:27:00,Oceanus City Council,Organization,4,Paackland Harbor,Location,4,"Paackland Harbor, Oceanus City Council here. Implement immediate night operation protocols for vessels with special clearance codes. Maintain strict radio silence and expedite departures. Report any conservation vessels attempting documentation near Nemo Reef.",Communication,,,Event_Communication_903
2040-10-13 12:29:00,Paackland Harbor,Location,4,Sentinel,Vessel,4,"Sentinel, Paackland Harbor here. Be advised of night operations protocol now in effect. Vessels with special clearance codes will be departing after hours. Maintain distance from these authorized operations per council directive.",Communication,,,Event_Communication_905
2040-10-13 12:31:00,Sentinel,Vessel,4,Green Guardians,Organization,4,"Green Guardians, Sentinel here. Night observation reveals five vessels now at Nemo Reef. Special clearance codes mentioned by Harbor Master. Water samples show increased diesel contamination. Documented activity with thermal imaging. Request guidance on next steps.",Communication,,,Event_Communication_908
2040-10-13 12:34:00,Green Guardians,Organization,4,Seawatch,Vessel,4,"Seawatch, Green Guardians HQ here. We need you to coordinate with Sentinel and Horizon to gather additional evidence at Nemo Reef. Focus on water sample collection and documenting vessel movements. Council meeting postponed, but we're pressing for emergency session.",Communication,,,Event_Communication_910
2040-10-13 12:36:00,The Lookout,Person,1,Sentinel,Vessel,4,"Sentinel, The Lookout here. Using long-range equipment to document west reef activity. Spotted what appears to be a music video shoot with lighting rigs and camera equipment. Can't confirm details at this distance. Can you get closer for verification?",Communication,,,Event_Communication_912
2040-10-13 12:38:00,Sentinel,Vessel,4,Mako,Vessel,2,"Mako, Sentinel here. Following your instruction to maintain distance. Five vessels now operating at Nemo Reef with Paackland Harbor's special clearance. They've installed temporary lighting structures and large cylindrical equipment. Continuing documentation.",Communication,,,Event_Communication_914
2040-10-13 12:40:00,Mako,Vessel,2,Davis,Person,2,"Davis, Mako here. Unauthorized vessels detected at Nemo Reef operating with Paackland clearance. Possible security breach. Proceed with heightened caution during our operation. Maintain radio silence except for emergencies. Will await your assessment.",Communication,,,Event_Communication_916
2040-10-13 12:41:00,Reef Guardian,Vessel,4,Mako,Vessel,2,"Mako, Reef Guardian here. We're gathering substantial evidence of unauthorized activity at Nemo Reef during this suspicious closure. Can you patrol the western boundary and document any vessel movements or equipment transfers? Need comprehensive coverage for our case.",Communication,,,Event_Communication_919
2040-10-13 12:44:00,Mako,Vessel,2,Reef Guardian,Vessel,4,"Reef Guardian, Mako here. Negative on your request. We operate strictly as a tourism vessel and cannot assist with surveillance. Suggest contacting proper authorities if you suspect illegal activities. Maintaining our scheduled route.",Communication,,,Event_Communication_920
2040-10-13 12:45:00,The Intern,Person,1,The Lookout,Person,1,"The Intern here, Lookout. I'm packed for our 7AM birdwatching. Have you noticed any unusual vessel movements during dawn hours? I'll bring coffee and those specialty binoculars Mrs. Money lent me. Excited about those shearwaters!",Communication,,,Event_Communication_921
2040-10-13 12:48:00,The Lookout,Person,1,The Intern,Person,1,"The Lookout here, Intern! Just spotted those conservation vessels moving equipment to the eastern side of Nemo Reef. Perfect morning for our birdwatching! I've brought my special spotting scope - those shearwaters should be visible from our usual spot. See you at 7!",Communication,,,Event_Communication_923
2040-10-13 12:49:00,The Intern,Person,1,Mrs. Money,Person,1,"Mrs. Money, The Intern here. I'll bring special binoculars to our 0500 meeting. The Lookout reports conservation vessels moving equipment to eastern Nemo Reef. Should I conduct reconnaissance before our meeting? All documentation ready as requested.",Communication,,,Event_Communication_925
2040-10-13 12:57:00,The Lookout,Person,1,Horizon,Vessel,4,"Horizon, The Lookout here. Regarding that music video activity - can you use your signal equipment to verify? Strange to see lighting rigs and cameras at this hour. Could be cover for something else. Need better visuals than my equipment can provide.",Communication,,,Event_Communication_926
2040-10-13 13:18:00,Paackland Harbor,Location,4,Oceanus City Council,Organization,4,"Oceanus City Council, Paackland Harbor reporting. Night operations proceeding as directed with minimal radio communication. Two special clearance vessels departed at 0200 hours. No conservation vessels detected in proximity to operations. Awaiting further instructions.",Communication,,,Event_Communication_928
